date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1/20/2019,4.4,-0.2,12,,,,15.4,,1014.4,
1/21/2019,5.2,-4.6,12.6,,,,22.2,,998.3,
1/22/2019,-5.8,-9.9,-2.4,,,,24.9,,1018.7,
1/23/2019,-2.4,-9.8,6,,,223,16.1,,1017.2,
1/24/2019,-6,-9.4,-3.8,,,149,15.3,,1021.8,
1/25/2019,-5.1,-10.6,0.5,,,161,13.9,,1022.7,
1/26/2019,-0.6,-6.2,5.7,,,,12.8,,1021.8,
1/27/2019,4.1,-2.4,9.7,,,244,21.8,,1013.3,
1/28/2019,-5.6,-10.9,-1.5,,,,14.9,,1021.9,
1/29/2019,-8,-13.7,-2.7,,,,11.7,,1021.4,
1/30/2019,-1.1,-11.4,8.3,,,,11.5,,1013.2,
1/31/2019,2.1,-3.5,10,,,,13.6,,1012.4,
2/1/2019,3.8,-1.9,11.9,,,176,14.1,,1014.2,
2/2/2019,5.6,-0.8,13.9,,,174,14.3,,1007.7,
2/3/2019,8.3,2.8,16.7,,,,21.9,,997.8,
2/4/2019,4.6,-4.4,12.9,,,246,21.1,,1002.9,
2/5/2019,-0.5,-8.8,12.3,,,,8.9,,1003.7,
2/6/2019,-9,-17.3,3.2,,,33,14,,1007,
2/7/2019,-14.3,-21.8,-6.9,,,,9.5,,1024.5,
2/8/2019,-7.6,-13.1,0,,,,11.4,,1024,
2/9/2019,-1.3,-6.1,9.3,,,,16.8,,1015.1,
2/10/2019,-4.5,-7.4,7.5,,,,7.9,,1011.9,
2/11/2019,-3.4,-9.1,1.3,,,,15.2,,1008.6,
2/12/2019,1.5,-5.5,9.4,,,,12.4,,1017.5,
2/13/2019,6.4,-0.7,15.5,,,,16.4,,1003,
2/14/2019,3.7,-1.6,13.6,,,133,17,,1003.4,
2/15/2019,3.7,-5.8,14.7,,,,13.2,,1003.9,
2/16/2019,-2.6,-6.1,5.1,,,,14.1,,,
2/17/2019,-5.4,-10.9,0.7,,,,15.2,,,
2/18/2019,-10.5,-15,-7.3,,,,15.5,,1022.7,
2/19/2019,-9.4,-12.1,-7.2,,,265,13.9,,1014.3,
2/20/2019,-6.5,-12.8,1.2,,,195,12.8,,1006.7,
2/21/2019,-5.9,-10.9,-0.1,,,322,12.1,,1011.1,
2/22/2019,-4.7,-6.4,0.1,,,,8.7,,1011.9,
2/23/2019,-4.1,-8.1,0.4,,,,13.7,,1014.6,
2/24/2019,-3.3,-11.7,1.7,,,,19.8,,1020.2,
2/25/2019,-2.3,-11.4,5.9,,,,12.1,,1015.2,
2/26/2019,0.7,-5.8,9.3,,,,7.9,,1014,
2/27/2019,-4.3,-10.3,0.5,,,,8.4,,1019.2,
2/28/2019,3.6,-3.8,11.4,,,160,15.8,,1012.4,
3/1/2019,2.7,-0.4,9.1,,,164,18.3,,1012.3,
3/2/2019,-6.5,-16.3,-0.8,,,327,21,,1018.1,
3/3/2019,-18.2,-21,-14.2,,,,8,,1029.7,
3/4/2019,-13.6,-19.8,-7.1,,,,5.1,,1028.7,
3/5/2019,-8.1,-15.9,0.1,,,,6.5,,1028.1,
3/6/2019,-3.3,-9.7,4.2,,,,8,,1015.7,
3/7/2019,3.9,-3.5,12.1,,,,9.9,,1009.2,
3/8/2019,5.4,0.1,14.4,,,,13.1,,1000.8,
3/9/2019,3.3,-2.1,9,,,56,16.8,,1004.2,
3/10/2019,,,,,,,,,,
3/11/2019,3.1,-2.8,12.3,,,235,10.5,,1019,
3/12/2019,7.8,1.6,16.9,,,,11.3,,1004.5,
3/13/2019,,,,,,,,,,
3/14/2019,,,,,,,,,,
3/15/2019,-2.6,-9.3,4.3,,,167,17,,1028.2,
3/16/2019,0.2,-5.3,5.4,,,155,13.7,,1027.4,
3/17/2019,2.3,-4.3,8.7,,,,10.5,,1025.5,
3/18/2019,2.7,-2.2,9,,,,11.8,,1022.6,
3/19/2019,2.4,-2.5,7,,,,11.8,,1023.5,
3/20/2019,4,-4.3,13.4,,,168,11.7,,1025.4,
3/21/2019,7.1,-0.4,14.2,,,176,22.2,,1018.6,
3/22/2019,5.9,1.6,13.7,,,,13.2,,1011.7,
3/23/2019,2.9,0.2,6.7,,,,11.4,,1013.3,
3/24/2019,5.4,-0.3,13.1,,,,14.6,,1017.8,
3/25/2019,5.2,-0.7,13.6,,,,10.5,,1023.4,
3/26/2019,11,1.9,21.7,,,,11.5,,1017.4,
3/27/2019,14.2,8.3,22.5,,,,12.9,,1010.6,
3/28/2019,9.5,3.3,17.5,,,,14.2,,1012.8,
3/29/2019,2.5,-0.3,5.9,,,,13.3,,1014.3,
3/30/2019,-0.3,-3.3,2.6,,,,10.9,,1027.7,
3/31/2019,2.8,-2.5,8.4,,,,11.6,,1024.3,
4/1/2019,6.1,-1.8,13.9,,,223,17.1,,1016.5,
4/2/2019,5.9,0.7,12.3,,,,9.5,,1014.1,
4/3/2019,7.7,2.1,15.3,,,,8,,1009.9,
4/4/2019,10.1,2.1,18.5,,,,12.1,,1014.2,
4/5/2019,12.9,5.3,21.1,,,200,14.6,,1008.1,
4/6/2019,12.8,6,19.9,,,,9.3,,1007.3,
4/7/2019,13.2,2.9,20.3,,,,12.9,,1014.5,
4/8/2019,14.6,6.1,22.6,,,241,12.5,,1015.2,
4/9/2019,16.4,8.6,25.6,,,,18.7,,1003.6,
4/10/2019,1.4,-8,12.1,,,4,23.5,,999.6,
4/11/2019,-3.5,-9.2,3.1,,,,12.1,,1009.1,
4/12/2019,-0.8,-5.2,5.7,,,,14,,1012,
4/13/2019,0.7,-4,5.5,,,,10.7,,1016,
4/14/2019,,,,,,,,,,
4/15/2019,13.8,6.7,22.2,,,,17.6,,1002.6,
4/16/2019,10,2.9,21.1,,,,11.6,,1005.8,
4/17/2019,10,4.4,15.9,,,,13.3,,1009.8,
4/18/2019,8,3,15.5,,,,15.5,,1019.5,
4/19/2019,12.2,1.2,21.4,,,139,14.4,,1017.3,
4/20/2019,17.7,8.7,26,,,,17,,1006.2,
4/21/2019,12.5,6.7,19.4,,,,13.9,,1006.7,
4/22/2019,5.6,4.2,7.9,,,,11.6,,1021.8,
4/23/2019,10.4,2,18.9,,,,10,,1017.2,
4/24/2019,14.1,6.1,21.6,,,,10.6,,1010.6,
4/25/2019,11.1,5.6,16.7,,,,15.1,,1017.7,
4/26/2019,15.9,8.7,23.6,,,214,23.5,,1010.2,
4/27/2019,12.3,4.3,19.4,,,127,22.9,,1008.1,
4/28/2019,14.7,5.2,23.9,,,,28.5,,1002.6,
4/29/2019,1.4,-1.3,5.7,,,30,14.6,,1018.3,
4/30/2019,1.1,-0.9,3.4,,,,10.9,,1012.3,
5/1/2019,3.7,1.8,6.9,,,,13.6,,1014.4,
5/2/2019,7.6,0.3,14.6,,,,12.2,,1016.1,
5/3/2019,11,1.8,19.5,,,184,13.4,,1012.8,
5/4/2019,13.8,4.9,21.8,,,,12.3,,1009.3,
5/5/2019,15.5,7.8,23.1,,,,13.3,,1006.3,
5/6/2019,12.6,6.3,20.6,,,,12.3,,1010,
5/7/2019,9.4,7.4,13.8,,,,15.8,,1011.2,
5/8/2019,4.8,0.4,8.6,,,8,20.2,,1011.9,
5/9/2019,1.5,-0.8,4.2,,,77,16.4,,1020.7,
5/10/2019,6.2,0.3,12.4,,,,11.6,,1016.4,
5/11/2019,8.7,1.9,17,,,,14.2,,1012.5,
5/12/2019,12.5,2.8,21.9,,,,13.1,,1010.7,
5/13/2019,16.7,7.1,25.3,,,,12.2,,1009.3,
5/14/2019,17.5,9.2,25.7,,,,12.6,,1011.9,
5/15/2019,19,8.6,27.7,,,198,12.7,,1010,
5/16/2019,18.3,11.7,26.3,,,189,15.7,,1004.5,
5/17/2019,,,,,,,,,,
5/18/2019,8.7,2.6,15.4,,,,13.6,,1005,
5/19/2019,7.1,2,14.4,,,,14.5,,1011.4,
5/20/2019,,,,,,,,,,
5/21/2019,0.6,-0.9,3.5,,,,15.1,,1003,
5/22/2019,4.5,-1.8,9.8,,,,10.6,,1008.1,
5/23/2019,5.3,2.4,7.1,,,,12.1,,1015.6,
5/24/2019,11.7,1.3,20.4,,,,15.3,,1010.7,
5/25/2019,14.4,4.8,23.7,,,,18.6,,1011.4,
5/26/2019,14.1,7.4,23.4,,,,12.8,,1008.2,
5/27/2019,13.5,7.6,21.4,,,,13,,1004.3,
5/28/2019,8.7,4.9,13.8,,,,15.1,,1006.4,
5/29/2019,8.4,4.5,14.3,,,358,14.1,,1015.5,
5/30/2019,12.4,4.1,20,,,,11.6,,1016.8,
5/31/2019,14.9,7.2,23.9,,,191,12.8,,1015.2,
6/1/2019,14.9,8.6,23.8,,,159,14,,1014.9,
6/2/2019,18,11.1,27.3,,,184,19.9,,1011.1,
6/3/2019,16,9.4,25.8,,,,12.7,,1011.4,
6/4/2019,16.9,9.6,25.1,,,,12.6,,1012.6,
6/5/2019,17.1,9.6,24.7,,,,11.8,,1013.9,
6/6/2019,18.7,10.6,26.2,,,163,13.2,,,
6/7/2019,20.8,15.5,28.5,,,,17.8,,1006.5,
6/8/2019,19,13.7,26.2,,,,21.3,,1008,
6/9/2019,10.3,7.4,16,,,,10.2,,1027.4,
6/10/2019,16.2,7.6,25.4,,,184,17.3,,1023.4,
6/11/2019,17.4,10.6,25.3,,,,13.3,,1017.5,
6/12/2019,16.5,11.7,22.5,,,,9,,1020.7,
6/13/2019,20.2,10.8,28.8,,,,15.2,,1010.8,
6/14/2019,20.6,14.8,28.7,,,163,14,,1006.5,
6/15/2019,18.1,10.6,24.3,,,188,14,,1011.3,
6/16/2019,17.9,10.9,26.3,,,,11.1,,1011.4,
6/17/2019,15.2,10.5,21.4,,,,7.2,,1013.7,
6/18/2019,14.8,12.5,20.3,,,,10.4,,1013.8,
6/19/2019,18.8,10.8,27.4,,,,12.4,,1008.4,
6/20/2019,20.1,12.1,27.5,,,136,16.3,,1003.6,
6/21/2019,12.9,8.9,19.4,,,,14.5,,1007.9,
6/22/2019,10.7,6.4,17.4,,,,11.5,,1014.8,
6/23/2019,11.9,5.8,17.3,,,,11.3,,1013.8,
6/24/2019,17.5,8.6,26,,,,14.4,,1010.7,
6/25/2019,19.4,10.9,27.1,,,,16.2,,1010.8,
6/26/2019,,,,,,,,,,
6/27/2019,23.5,14.5,33.4,,,,15,,1012.3,
6/28/2019,25.4,14.8,34.9,,,181,16.1,,1013.9,
6/29/2019,25.7,17.9,33.9,,,223,16.1,,1014.4,
6/30/2019,22.7,16,32.9,,,,12.2,,1014.2,
7/1/2019,20.8,15,28.9,,,,10.9,,1013.9,
7/2/2019,20.5,12.9,28.6,,,,12.6,,1011.9,
7/3/2019,24,13.8,33.5,,,,14.3,,1006.8,
7/4/2019,20.6,15.9,29.2,,,,13.3,,1009.2,
7/5/2019,18.8,14.7,27.5,,,,14.4,,1017,
7/6/2019,20.7,13,30.9,,,,13.1,,1019.1,
7/7/2019,23.3,15.3,33.3,,,,13.5,,1013.8,
7/8/2019,21.6,16.3,29.2,,,,11.4,,1012.2,
7/9/2019,22.3,11.7,31.7,,,,12.6,,1013.2,
7/10/2019,21.4,12.4,30.3,,,,13.3,,1020.9,
7/11/2019,26.5,18.3,35.3,,,,16.9,,1016.1,
7/12/2019,25.1,17.5,34.1,,,,20.1,,1013.5,
7/13/2019,,,,,,,,,,
7/14/2019,24.3,18.7,31.3,,,207,15.6,,1014.6,
7/15/2019,23.6,16.6,32,,,200,17.5,,1013.1,
7/16/2019,25.2,15.3,33.2,,,,14.8,,1009.9,
7/17/2019,27.5,21.6,33.8,,,186,21.4,,1006.6,
7/18/2019,27.1,16.5,36.9,,,,12.4,,,
7/19/2019,27.7,17.9,36.3,,,,12.1,,1005.6,
7/20/2019,23.3,16.2,30.2,,,,14.5,,1010,
7/21/2019,21.6,14.3,30.8,,,,11.7,,1016.3,
7/22/2019,21.1,14.6,28.1,,,,13.7,,1021.1,
7/23/2019,24,16.1,32.6,,,,15.2,,1018.8,
7/24/2019,24.9,16.8,35.7,,,,14.2,,1014.9,
7/25/2019,22.8,17.5,31.1,,,,13.9,,1014.7,
7/26/2019,24.6,17.3,33.1,,,,12.6,,1015.1,
7/27/2019,23.7,19,30.5,,,,12.3,,1014.9,
7/28/2019,24.7,16.6,31.8,,,279,13.3,,1014.4,
7/29/2019,23.9,14.9,32.7,,,,16.9,,1014.8,
7/30/2019,25.6,18,34.6,,,,20.3,,1012.5,
7/31/2019,25,18,33.5,,,300,16.1,,1013.8,
8/1/2019,22.3,15.7,30.7,,,197,13.5,,,
8/2/2019,23.1,15.9,31,,,,13,,1016.8,
8/3/2019,25.4,16.5,33.8,,,171,12.1,,1016,
8/4/2019,26,20.2,34,,,218,15.9,,1014,
8/5/2019,24,17,32,,,,12.7,,1015.6,
8/6/2019,25.8,16,34.6,,,,13.6,,1013.3,
8/7/2019,24.5,19.1,32,,,,12.9,,1011.3,
8/8/2019,21,16.7,28.2,,,,12,,1013.3,
8/9/2019,24.1,17.1,34.3,,,,15.5,,1011.3,
8/10/2019,23.6,17.8,29.2,,,320,12,,1011.7,
8/11/2019,21.8,18.1,28.4,,,,10.9,,1011.2,
8/12/2019,,,,,,,,,,
8/13/2019,23.6,15.4,31.9,,,,17.7,,1015.5,
8/14/2019,23.1,14.6,33,,,,15.3,,1016.4,
8/15/2019,25.2,16.4,34.6,,,,20.1,,1012.1,
8/16/2019,22.6,14.3,32,,,,11.6,,1009.6,
8/17/2019,24,18.2,32.3,,,184,19.2,,1006.6,
8/18/2019,22.4,11.4,34.1,,,,11.8,,1010,
8/19/2019,,,,,,,,,,
8/20/2019,26.1,17.5,35.9,,,214,13.5,,1012.6,
8/21/2019,21.4,15.9,26.9,,,,10.8,,1015.1,
8/22/2019,21.9,13,31.4,,,,15.5,,1010.5,
8/23/2019,23.1,17.8,31.4,,,177,20.9,,1009,
8/24/2019,21.3,12.6,29.6,,,,15,,1010.5,
8/25/2019,26.1,17.5,35.1,,,252,17.9,,1007,
8/26/2019,20.7,13.5,26.5,,,27,13.6,,1011.6,
8/27/2019,18.5,12.9,24.8,,,43,13.1,,1017,
8/28/2019,22.4,12.4,32.2,,,,10.6,,1014.8,
8/29/2019,24.6,17.4,33,,,164,17.6,,1012.6,
8/30/2019,21.6,13.7,29.9,,,,10.5,,1014.9,
8/31/2019,23.2,15.3,32.8,,,,12.3,,1015.3,
9/1/2019,26.7,17.8,36.4,,,,13.5,,1013.2,
9/2/2019,27.1,18.8,36.9,,,,12.1,,1012.1,
9/3/2019,22.7,18.4,28.2,,,82,13.8,,1016.4,
9/4/2019,23.2,15.9,30.2,,,203,19.3,,1016.7,
9/5/2019,25.8,17.9,35.2,,,,13.3,,1016.2,
9/6/2019,21.1,16.6,29.5,,,,14.6,,1018.6,
9/7/2019,22.3,16,30.8,,,197,11.7,,1013.7,
9/8/2019,16.7,10.1,26.4,,,,11.5,,1011.4,
9/9/2019,18.6,10.3,28.4,,,,9.9,,1009.1,
9/10/2019,20.8,13.8,30.7,,,,13.6,,1008.6,
9/11/2019,18.9,12.5,30.5,,,,11.5,,1009.3,
9/12/2019,16.3,8.8,23.9,,,,13.7,,1018.5,
9/13/2019,17.3,9.9,27,,,156,11.1,,1020,
9/14/2019,20.7,12,31.2,,,167,13.4,,1016.6,
9/15/2019,21.9,12.2,31.6,,,,14.7,,1013.3,
9/16/2019,22.3,16.1,31.1,,,,12.1,,1008.2,
9/17/2019,21.7,15.6,30.3,,,,13.7,,1007,
9/18/2019,19.1,9.9,28.3,,,,18.6,,1011.9,
9/19/2019,20.3,10.2,30.1,,,,13.2,,1008.7,
9/20/2019,22.5,16.1,30.2,,,,27.9,,1002.7,
9/21/2019,17.3,9.5,26.5,,,116,20.1,,1009.1,
9/22/2019,14.8,6.3,24.2,,,,11.5,,1014.6,
9/23/2019,17.8,9.4,27.2,,,,10.6,,1014.2,
9/24/2019,19.8,11.1,28.8,,,,9.4,,1010.6,
9/25/2019,17.8,9.5,27.1,,,,8.6,,1011,
9/26/2019,18.5,7.9,31.4,,,,9.1,,1007.9,
9/27/2019,16.3,8,26.9,,,,19.7,,1005.3,
9/28/2019,15.6,6.8,25.1,,,,27,,1006.2,
9/29/2019,21.3,8.8,30.3,,,,25.6,,999.4,
9/30/2019,16.2,9.2,23.8,,,352,16.5,,1005.2,
10/1/2019,9.6,6.2,12.8,,,,14,,1011.3,
10/2/2019,9.6,4.8,18.8,,,,10.5,,1015.5,
10/3/2019,12.8,8.2,20,,,,16.2,,1019.5,
10/4/2019,14.8,5,27.8,,,,9.6,,1010.2,
10/5/2019,11.7,4.3,19.6,,,,17.4,,1014.1,
10/6/2019,,,,,,,,,,
10/7/2019,13.8,3.7,24.9,,,,14.1,,1018.4,
10/8/2019,16.3,9,26.1,,,167,13.8,,1007.6,
10/9/2019,14.3,-1.1,26.7,,,208,20.7,,1002.4,
10/10/2019,-5.4,-8.3,-1.4,,,,6.2,,1022.1,
10/11/2019,-0.7,-11.3,9.4,,,,9.4,,1026.2,
10/12/2019,9,0.4,19.2,,,,9.7,,1014.1,
10/13/2019,,,,,,,,,,
10/14/2019,13.8,5.4,22.9,,,,10.7,,1009.8,
10/15/2019,7.5,-0.2,15.3,,,,11.3,,1020.4,
10/16/2019,14,3.7,25.6,,,,11.8,,1016.9,
10/17/2019,16.9,8.9,27.5,,,,15.9,,1003.8,
10/18/2019,11.8,3.8,17.6,,,,16.2,,1000.6,
10/19/2019,7.9,-1,17,,,,11.7,,1007.9,
10/20/2019,6.2,4.1,9.2,,,285,28.6,,1004,
10/21/2019,4.8,-1.3,10.9,,,,14.2,,1014.4,
10/22/2019,8.5,-1.7,16.8,,,,16.8,,1016.6,
10/23/2019,4.5,-1,11.3,,,,15.9,,1017.4,
10/24/2019,-0.1,-2,4.3,,,,7.6,,1029.5,
10/25/2019,6.2,-2.3,16.7,,,,14.8,,1023.1,
10/26/2019,10.9,1,23.3,,,,15.6,,1006.6,
10/27/2019,-4.9,-8.8,-0.2,,,22,12.6,,,
10/28/2019,-8.1,-9.5,-5.2,,,,5.8,,,
10/29/2019,-10.7,-14.3,-7.4,,,,16.9,,1024.6,
10/30/2019,-12.4,-16.1,-5.6,,,,8.8,,1031.8,
10/31/2019,-2.2,-11.5,6.6,,,,11.6,,1023.8,
11/1/2019,-2.5,-6.2,1.4,,,,11.8,,1027.6,
11/2/2019,0.8,-5.1,9.1,,,,12.5,,1024.8,
11/3/2019,5.4,-1.5,12.4,,,146,13.4,,1015,
11/4/2019,3.5,-0.8,9.7,,,,10.5,,1017.6,
11/5/2019,5.8,-1.7,15.1,,,,9.4,,1020.1,
11/6/2019,2.5,-3.2,15.6,,,,,,1022.8,
11/7/2019,2.2,-3.3,10.7,,,,7.2,,1028.8,
11/8/2019,8.5,-2,20.1,,,208,12,,1022.6,
11/9/2019,12.5,4.9,24.5,,,189,14.9,,1016.7,
11/10/2019,9,-4,18.6,,,125,17.2,,1013.9,
11/11/2019,-7.6,-11.6,-3.8,,,,7.6,,,
11/12/2019,4.6,-5.8,16.9,,,183,13.9,,1021.2,
11/13/2019,7.7,-0.8,13.3,,,91,17,,1013.6,
11/14/2019,4.3,-2,12.9,,,,12.2,,1024,
11/15/2019,9.7,1.9,20.4,,,,10.2,,1017.7,
11/16/2019,7.8,-0.6,17.5,,,,13.7,,1016.3,
11/17/2019,6.1,-2.4,14.5,,,,,,,
11/18/2019,11.7,6.2,18.6,,,,15.2,,1011.6,
11/19/2019,,,,,,,,,,
11/20/2019,5.2,-2.3,10,,,,13.3,,1005.9,
11/21/2019,-3,-3.9,-2.2,,,36,11.2,,1020.4,
11/22/2019,-2.3,-4,-0.3,,,,8.6,,1018.7,
11/23/2019,2.5,-3.8,12.9,,,,13.9,,1019.1,
11/24/2019,8.2,0.4,17.1,,,236,17.3,,1009.7,
11/25/2019,1.4,-2.3,6,,,,12.6,,1003.6,
11/26/2019,-6.5,-13,-2.6,,,,20.7,,1007.1,
11/27/2019,-11.2,-15.8,-3.2,,,,10.2,,1021.1,
11/28/2019,-7.7,-10.5,-1.1,,,,4.4,,1015.7,
11/29/2019,-4.3,-9.5,4.2,,,,9.8,,1005,
11/30/2019,-3.6,-8.9,1.3,,,127,16.9,,1005.1,
12/1/2019,-4.7,-8.6,1.7,,,,11,,1022.2,
12/2/2019,2.5,-3.8,9.5,,,165,13.6,,1018.1,
12/3/2019,5.3,0.8,10.6,,,222,13.6,,1016.4,
12/4/2019,4.6,-0.6,11.1,,,,10.9,,1014.4,
12/5/2019,1.8,-2.7,4.6,,,,9.6,,1016.3,
12/6/2019,1.5,-3.4,9.6,,,,11.6,,1024.4,
12/7/2019,6.8,-0.2,15.8,,,,11.6,,1014.6,
12/8/2019,6.8,2.8,13.4,,,,12.5,,1005,
12/9/2019,-2,-6.3,3.5,,,,11.7,,1014.4,
12/10/2019,-1.7,-7.8,4.3,,,,8.9,,1021.7,
12/11/2019,2.9,-1.5,10.9,,,,11.8,,1017.6,
12/12/2019,4.4,-1.1,11.3,,,232,11.7,,1014.3,
12/13/2019,2.5,-2.8,7.1,,,243,22.1,,1012.6,
12/14/2019,-1.2,-5.5,3.1,,,,13.7,,1006.9,
12/15/2019,-4.4,-6.9,-1.9,,,,6.2,,1013.2,
12/16/2019,-5.4,-9.7,-0.3,,,,9.1,,1023.4,
12/17/2019,-3.4,-11.2,5.5,,,,15,,1028,
12/18/2019,3.4,-3.6,14.2,,,,14.9,,1020,
12/19/2019,2,-2.6,7,,,168,15.9,,1013.9,
12/20/2019,2,-5,11.7,,,,13.2,,1023.6,
12/21/2019,6.5,-0.1,18.3,,,,14.3,,1021.6,
12/22/2019,8.6,3.2,18.4,,,,15,,1016.3,
12/23/2019,8.3,3.7,16,,,,9.6,,1011.3,
12/24/2019,5.2,2,9.7,,,,9.3,,1006.9,
12/25/2019,2.7,-3.3,11.7,,,,12.9,,1004.3,
12/26/2019,-1.5,-5.2,4,,,,9.5,,1016.5,
12/27/2019,-2.2,-5.2,2.6,,,,5.8,,1013.5,
12/28/2019,-4.9,-7.2,-2.7,,,,23.4,,,
12/29/2019,-7.8,-11.7,-1.9,,,,8.8,,1016,
12/30/2019,-7.3,-11.6,0.1,,,177,14.6,,1022.4,
12/31/2019,,,,,,,,,,
1/1/2020,3.1,-2.4,9.8,,,232,15.5,,1000.1,
1/2/2020,0.5,-3.3,6.1,,,292,10.5,,1006,
1/3/2020,0.9,-6.2,8.3,,,241,15.1,,1017.9,
1/4/2020,6.8,-1.9,15.8,,,203,14.6,,1018.1,
1/5/2020,0.8,-6.2,8,,,100,17.5,,1021.8,
1/6/2020,,,,,,,,,,
1/7/2020,5.4,-0.3,14.3,,,174,9.6,,1020,
1/8/2020,6.1,0,15.9,,,200,20.9,,1004.5,
1/9/2020,1.4,-3,6.1,,,128,18,,1006.7,
1/10/2020,-4.9,-10.9,0,,,56,13.3,,1017.6,
1/11/2020,-3.7,-12.8,6.7,,,9,12.1,,1013.3,
1/12/2020,-1.8,-7.2,5.7,,,189,12.5,,1011.3,
1/13/2020,-1.3,-6.4,5.7,,,197,11.8,,1011.8,
1/14/2020,3.3,-4,13.9,,,187,20.1,,1009.6,
1/15/2020,-0.8,-7.8,9.2,,,143,20.1,,1020.7,
1/16/2020,0,-3.3,3.8,,,214,19.5,,1021.6,
1/17/2020,1.9,-6.3,10.9,,,274,21.1,,1009.2,
1/18/2020,-2.1,-8.5,7.5,,,83,12.4,,1025.4,
1/19/2020,-1.5,-8.2,7.9,,,142,8.4,,1031.7,
1/20/2020,1.9,-5.1,11.5,,,178,13,,1027.3,
1/21/2020,4.3,-0.9,11,,,341,5.9,,1012.8,
1/22/2020,4.1,-2.8,11.2,,,271,16.5,,1010.7,
1/23/2020,-0.3,-3.9,3.8,,,35,11.6,,1019.9,
1/24/2020,3.1,-5,12.4,,,168,11.2,,1015.7,
1/25/2020,4.1,-2.6,11.7,,,230,9.9,,1014.3,
1/26/2020,4,-2.5,10.7,,,156,9.6,,,
1/27/2020,1.1,-1.9,4.9,,,277,7.8,,1014,
1/28/2020,-1,-8,5.6,,,137,11.7,,1019.3,
1/29/2020,0.6,-2.5,5.2,,,165,8.7,,1017.8,
1/30/2020,-1.4,-6.4,5.7,,,308,14.9,,1017.9,
1/31/2020,0.8,-8.3,11.1,,,235,13.8,,1021.4,
2/1/2020,8.8,0.1,19.2,,,234,19.6,,1018.6,
2/2/2020,12.4,-0.3,21.9,,,201,26.6,,1005.5,
2/3/2020,-6.5,-11.8,-2,,,54,15.4,,,
2/4/2020,-12.6,-16.8,-9.7,,,46,5.4,,1022.5,
2/5/2020,-11.1,-17.5,-3.8,,,168,9.9,,1016.2,
2/6/2020,-3.1,-8.8,3.3,,,332,12.5,,,
2/7/2020,-4.3,-5.9,-2.5,,,194,13.5,,1013.7,
2/8/2020,-0.2,-7.7,8.2,,,124,14,,1009.8,
2/9/2020,-4.8,-9.5,-2.6,,,77,12.6,,1018.4,
2/10/2020,-7.2,-11.8,-3.1,,,123,10.1,,1022.7,
2/11/2020,-5.8,-12.8,0.6,,,,13.9,,,
2/12/2020,-3.8,-7.5,-0.3,,,17,14.6,,1015.5,
2/13/2020,-7.4,-11.3,-4.2,,,171,12.1,,1020.7,
2/14/2020,2.9,-8.8,9.8,,,186,13.7,,1012.3,
2/15/2020,-1.1,-7.5,5,,,110,14.4,,1015.4,
2/16/2020,0.7,-5.9,6.9,,,150,13,,,
2/17/2020,-1.2,-5.2,1.6,,,96,14.3,,1014.3,
2/18/2020,-4.2,-6.7,-0.2,,,144,11.8,,1024.6,
2/19/2020,-7.6,-10.9,-6.1,,,343,11.8,,1029.2,
2/20/2020,-7,-13.3,0.6,,,168,8.1,,,
2/21/2020,1.3,-5.2,8.9,,,170,16,,1025.1,
2/22/2020,5.3,1,11.6,,,163,14.9,,1015.8,
2/23/2020,1.6,-0.9,3.9,,,295,13.7,,1014.3,
2/24/2020,-0.2,-2.6,2.8,,,257,24.3,,1012.8,
2/25/2020,-6.3,-10.5,-2.4,,,0,27.4,,1027.9,
2/26/2020,-3.5,-13,5.5,,,205,11.9,,1028.1,
2/27/2020,3.1,-2.1,7.3,,,318,14,,1022.4,
2/28/2020,5.2,-1.5,12.8,,,195,13,,1022.6,
2/29/2020,5.4,0.7,12.3,,,185,13.1,,1011.5,
3/1/2020,1.8,-3.6,5.6,,,356,15.6,,1010.5,
3/2/2020,0.5,-6.5,8.9,,,321,9.8,,1009.5,
3/3/2020,5.4,-1,14.7,,,211,14.5,,1010.7,
3/4/2020,8,-0.7,16.9,,,233,21.9,,1014.3,
3/5/2020,3.6,-5.5,12.3,,,135,16.7,,1026.5,
3/6/2020,9.3,0.3,19.8,,,185,13.9,,1021.1,
3/7/2020,11.3,3,19.2,,,192,15.5,,1011,
3/8/2020,,,,,,,,,,
3/9/2020,6.7,2.3,14.5,,,53,9.6,,1015.3,
3/10/2020,8.2,2.6,15.5,,,154,13.6,,1017.2,
3/11/2020,9.8,0.7,19.9,,,198,12.4,,1011.8,
3/12/2020,6.6,1,10.6,,,44,17.8,,1010.4,
3/13/2020,1.2,-1.4,4.4,,,167,26.5,,1013.8,
3/14/2020,2.3,-1.9,10,,,344,10.8,,1018.3,
3/15/2020,5.5,-0.3,15.1,,,2,9.3,,1019.2,
3/16/2020,7.3,1,16.5,,,134,18.1,,1016.4,
3/17/2020,6.3,1.4,15,,,326,10.4,,1011.9,
3/18/2020,9.9,1.8,18.7,,,195,15.9,,1005.4,
3/19/2020,0.4,-5.2,4.6,,,351,26.3,,1009.8,
3/20/2020,-6,-7.9,-2.2,,,68,12.7,,1029.3,
3/21/2020,0.3,-8.2,5.5,,,168,13,,1022.2,
3/22/2020,3.9,-1,9.5,,,166,11.3,,1015.4,
